player1,player2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
Cube.,Shin,AVGy37MPGZHC6pAPHKFR65gQCkFx9aUQC1FC91gUFrJxPLcaDFLS1TceFEJi3YYeGcEB,AJDR6qQOAqDA72gOGvBw9J0PCUHQisEbDKERujYUE9FgzMYcDMFg1MkdDUHg3OkdDsAA,Golden Wolflord\\Mona\\Navia,Chiori\\Sangonomiya Kokomi\\Zhongli,0,1,2\\2,,,,TRUE,FALSE,EU,74,2,2
TTTttf :),Огурчик238,G0EQWgEOGQBx4JoPGUAR9JEPCWHQTJ0UGsHRW60WG4GRirkYE6FxrjccFlFh1JQdGUAA,HZBg2xwOFFAg5VgPCUAA9JcPCWFxBTMTE7ExO1cYFaFwisEdDLER27kdG0GQ3NkdDcAA,Freminet\\Ganyu\\Sigewinne,Keqing\\Millennial Pearl Seahorse\\Xilonen,0,1,2\\2,,,,TRUE,FALSE,EU,75,2,2
Achilles,StarDuck,ABGBN1wTAnDA2kQPCRAQ8ZwPCVHBaLcWC4HRCzYQE7FgDcYQDNFgac0WDJHQxdEcDVAA,HaBRypgNHRBh0dcVHaBx9dgPCWBw9pcPFZFxO5MaCyFgC7YQDLFgEMYRDAGQ1MkdDEAA,Kuki Shinobu\\Qiqi\\Zhongli,Sethos\\Xianyun\\Xilonen,0,1,2\\2,,,,TRUE,FALSE,EU,76,2,2
2-4-8,Unluck,HRFgoQEaAhGwWoYOCJBg6ZcOCaDQ6p0PHZGRO9kaCyHwEr8aDPFgr8YdDEGQ3NEdDcAA,GJDB6RkOHKDR6o8PGCDx8s8PHEDw9JcPCWFxBzMQE3ExO1cTFbFwxLYcC0Fg1NsdDkAA,Ganyu\\Noelle\\Xilonen,Kachina\\Lyney\\Navia,1,0,2\\2,,,,TRUE,FALSE,EU,77,2,2
科巴尔,Kalomon2,EeCR43EOGDCx5CIOF0Ch9HoPCEAw9ZcPCWBx9jMTE7ExO1cYFaFwirQQDbGQC9kRDTAA,FBAhwW4MAlDBxXcMCJDQyY4aEjDh6S4OCZBw7pcOGOEhA4IQGTExPJMTC8HQEL0RDAAA,Chevreuse\\Consecrated Scorpion\\Lyney,Millennial Pearl Seahorse\\Yun Jin\\Zhongli,1,0,2\\2,,,,TRUE,FALSE,EU,78,2,2
Lizafan#1,cori,AvAQ1BANFEEROjMVE6Ax8VcPFRBx8pMPGSAw87QPCzBA9rUPC2FQO70TC7HQ1M8dDEAA,HZBgyRcNFhHhWncOF5Bw6Y0OCKDh6i4OEuDg7pcQCTFxA5MQGVEwEL0RDAFQ3MUdDMAA,Cryo Hypostasis\\Nilou\\Yae Miko,Hu Tao\\Xilonen\\Yun Jin,1,0,2\\2,,,,TRUE,FALSE,EU,79,2,2
confession,Yuki,EZBQ6iwOGqBA9GgPGkBw9Y4PFWFxilcYDKEQusEbE6FhzDYcDMFg1MYdDUHg3OkdDsAA,HUBgxBUMFmCxxnQNBRAQ3lEPCCAA9IAPCUFwA5cTGLEhDIIQGcExEJMRCwHQ3MMdDMAA,Chiori\\La Signora\\Zhongli,Wriothesley\\Xilonen\\Yoimiya,1,0,2\\2,TRUE,,,,FALSE,EU,80,2,2
Ebrithil,Rikka,FZDg6SwOGqBA6mgPGkBw9I4PFVFxilcYGKEgurQbDKEQzMEcE8Fh1DYdDEFg3N4dDsAA,EZDRybENG3HRWi8PEkDw9J0PCWHRioEZGGEQorYQC7FgC70RCwHw1L8dDEFg3MYdDMAA,Abyss Herald: Wicked Torrents\\Chiori\\Zhongli,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,0,1,2\\2,,,,TRUE,FALSE,EU,81,2,2
Floppa,Груша,AGCg1gQNAZCw2ZcTE4EBODAVE6AR9JMPGUEwCMQQDIFAO8oTDLGgTNEUDcEREEkRDQAA,HZBQ3hIOAVCg5U4OHWBw5pcPCRBx8TMPEyAw9LUPC0BQ9r0PDGGQW80QDLHQC9kTDeAA,Chongyun\\Razor\\Xingqiu,Fischl\\Sethos\\Xiangling,1,0,2\\2,,,,TRUE,FALSE,EU,82,2,2
Binzu,Unluck,EZCA2QUNG7DR9L8PFEBw9pcQEzERCDEQE4ExOzMTFbFxllcQGbExDJMQDMFgEMYRDQAA,GJDB6RkOHKDR6o8PGCDx8s8PHEDw9JcPCWFxBzMQE3ExO1cTFbFwxLYcC0Fg1NsdDkAA,Clorinde\\Kamisato Ayaka\\Yelan,Kachina\\Lyney\\Navia,1,0,2\\3,,,,TRUE,FALSE,EU,83,2,3
Ebrithil,Огурчик238,FZDg6SwOGqBA6mgPGkBw9I4PFVFxilcYGKEgurQbDKEQzMEcE8Fh1DYdDEFg3N4dDsAA,HZBg2xwOFFAg5VgPCUAA9JcPCWFxBTMTE7ExO1cYFaFwisEdDLER27kdG0GQ3NkdDcAA,Abyss Herald: Wicked Torrents\\Chiori\\Zhongli,Keqing\\Millennial Pearl Seahorse\\Xilonen,1,0,2\\3,,,,TRUE,FALSE,EU,84,2,3
2-4-8,Kalomon2,HRFgoQEaAhGwWoYOCJBg6ZcOCaDQ6p0PHZGRO9kaCyHwEr8aDPFgr8YdDEGQ3NEdDcAA,FBAhwW4MAlDBxXcMCJDQyY4aEjDh6S4OCZBw7pcOGOEhA4IQGTExPJMTC8HQEL0RDAAA,Ganyu\\Noelle\\Xilonen,Millennial Pearl Seahorse\\Yun Jin\\Zhongli,0,1,2\\3,,,,TRUE,FALSE,EU,85,2,3
Cube.,TTTttf :),AVGy37MPGZHC6pAPHKFR65gQCkFx9aUQC1FC91gUFrJxPLcaDFLS1TceFEJi3YYeGcEB,G0EQWgEOGQBx4JoPGUAR9JEPCWHQTJ0UGsHRW60WG4GRirkYE6FxrjccFlFh1JQdGUAA,Golden Wolflord\\Mona\\Navia,Freminet\\Ganyu\\Sigewinne,1,0,2\\3,,,,TRUE,FALSE,EU,86,2,3
Груша,Achilles,HZBQ3hIOAVCg5U4OHWBw5pcPCRBx8TMPEyAw9LUPC0BQ9r0PDGGQW80QDLHQC9kTDeAA,ABGBN1wTAnDA2kQPCRAQ8ZwPCVHBaLcWC4HRCzYQE7FgDcYQDNFgac0WDJHQxdEcDVAA,Fischl\\Sethos\\Xiangling,Kuki Shinobu\\Qiqi\\Zhongli,1,0,2\\3,,,,TRUE,FALSE,EU,87,2,3
科巴尔,Shin,EeCR43EOGDCx5CIOF0Ch9HoPCEAw9ZcPCWBx9jMTE7ExO1cYFaFwirQQDbGQC9kRDTAA,AJDR6qQOAqDA72gOGvBw9J0PCUHQisEbDKERujYUE9FgzMYcDMFg1MkdDUHg3OkdDsAA,Chevreuse\\Consecrated Scorpion\\Lyney,Chiori\\Sangonomiya Kokomi\\Zhongli,1,0,2\\3,,,,TRUE,FALSE,EU,88,2,3
Floppa,StarDuck,AGCg1gQNAZCw2ZcTE4EBODAVE6AR9JMPGUEwCMQQDIFAO8oTDLGgTNEUDcEREEkRDQAA,HaBRypgNHRBh0dcVHaBx9dgPCWBw9pcPFZFxO5MaCyFgC7YQDLFgEMYRDAGQ1MkdDEAA,Chongyun\\Razor\\Xingqiu,Sethos\\Xianyun\\Xilonen,1,0,2\\3,,,,TRUE,FALSE,EU,89,2,3
cori,confession,HZBgyRcNFhHhWncOF5Bw6Y0OCKDh6i4OEuDg7pcQCTFxA5MQGVEwEL0RDAFQ3MUdDMAA,EZBQ6iwOGqBA9GgPGkBw9Y4PFWFxilcYDKEQusEbE6FhzDYcDMFg1MYdDUHg3OkdDsAA,Hu Tao\\Xilonen\\Yun Jin,Chiori\\La Signora\\Zhongli,0,1,2\\3,,,,TRUE,FALSE,EU,90,2,3
Rikka,Lizafan#1,EZDRybENG3HRWi8PEkDw9J0PCWHRioEZGGEQorYQC7FgC70RCwHw1L8dDEFg3MYdDMAA,AvAQ1BANFEEROjMVE6Ax8VcPFRBx8pMPGSAw87QPCzBA9rUPC2FQO70TC7HQ1M8dDEAA,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,Cryo Hypostasis\\Nilou\\Yae Miko,1,0,2\\3,,,,TRUE,FALSE,EU,91,2,3
StarDuck,cori,HaBRypgNHRBh0dcVHaBx9dgPCWBw9pcPFZFxO5MaCyFgC7YQDLFgEMYRDAGQ1MkdDEAA,HZBgyRcNFhHhWncOF5Bw6Y0OCKDh6i4OEuDg7pcQCTFxA5MQGVEwEL0RDAFQ3MUdDMAA,Sethos\\Xianyun\\Xilonen,Hu Tao\\Xilonen\\Yun Jin,0,1,2\\4,,,,TRUE,FALSE,EU,92,2,4
Rikka,科巴尔,EZDRybENG3HRWi8PEkDw9J0PCWHRioEZGGEQorYQC7FgC70RCwHw1L8dDEFg3MYdDMAA,EeCR43EOGDCx5CIOF0Ch9HoPCEAw9ZcPCWBx9jMTE7ExO1cYFaFwirQQDbGQC9kRDTAA,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,Chevreuse\\Consecrated Scorpion\\Lyney,0,1,2\\4,,,,TRUE,FALSE,EU,93,2,4
Груша,Огурчик238,HZBQ3hIOAVCg5U4OHWBw5pcPCRBx8TMPEyAw9LUPC0BQ9r0PDGGQW80QDLHQC9kTDeAA,HZBg2xwOFFAg5VgPCUAA9JcPCWFxBTMTE7ExO1cYFaFwisEdDLER27kdG0GQ3NkdDcAA,Fischl\\Sethos\\Xiangling,Keqing\\Millennial Pearl Seahorse\\Xilonen,0,1,2\\4,,,,TRUE,FALSE,EU,94,2,4
Shin,Unluck,AJDR6qQOAqDA72gOGvBw9J0PCUHQisEbDKERujYUE9FgzMYcDMFg1MkdDUHg3OkdDsAA,GJDB6RkOHKDR6o8PGCDx8s8PHEDw9JcPCWFxBzMQE3ExO1cTFbFwxLYcC0Fg1NsdDkAA,Chiori\\Sangonomiya Kokomi\\Zhongli,Kachina\\Lyney\\Navia,1,0,2\\4,,,,TRUE,FALSE,EU,95,2,4
Achilles,TTTttf :),ABGBN1wTAnDA2kQPCRAQ8ZwPCVHBaLcWC4HRCzYQE7FgDcYQDNFgac0WDJHQxdEcDVAA,G0EQWgEOGQBx4JoPGUAR9JEPCWHQTJ0UGsHRW60WG4GRirkYE6FxrjccFlFh1JQdGUAA,Kuki Shinobu\\Qiqi\\Zhongli,Freminet\\Ganyu\\Sigewinne,0,1,2\\4,,,,TRUE,FALSE,EU,96,2,4
Lizafan#1,Ebrithil,AvAQ1BANFEEROjMVE6Ax8VcPFRBx8pMPGSAw87QPCzBA9rUPC2FQO70TC7HQ1M8dDEAA,FZDg6SwOGqBA6mgPGkBw9I4PFVFxilcYGKEgurQbDKEQzMEcE8Fh1DYdDEFg3N4dDsAA,Cryo Hypostasis\\Nilou\\Yae Miko,Abyss Herald: Wicked Torrents\\Chiori\\Zhongli,0,1,2\\4,,,,TRUE,FALSE,EU,97,2,4
Binzu,2-4-8,EZCA2QUNG7DR9L8PFEBw9pcQEzERCDEQE4ExOzMTFbFxllcQGbExDJMQDMFgEMYRDQAA,HRFgoQEaAhGwWoYOCJBg6ZcOCaDQ6p0PHZGRO9kaCyHwEr8aDPFgr8YdDEGQ3NEdDcAA,Clorinde\\Kamisato Ayaka\\Yelan,Ganyu\\Noelle\\Xilonen,1,0,2\\4,,,,TRUE,FALSE,EU,98,2,4
Kalomon2,confession,FBAhwW4MAlDBxXcMCJDQyY4aEjDh6S4OCZBw7pcOGOEhA4IQGTExPJMTC8HQEL0RDAAA,EZBQ6iwOGqBA9GgPGkBw9Y4PFWFxilcYDKEQusEbE6FhzDYcDMFg1MYdDUHg3OkdDsAA,Millennial Pearl Seahorse\\Yun Jin\\Zhongli,Chiori\\La Signora\\Zhongli,0,1,2\\4,,,,TRUE,FALSE,EU,99,2,4
Cube.,Floppa,AVGy37MPGZHC6pAPHKFR65gQCkFx9aUQC1FC91gUFrJxPLcaDFLS1TceFEJi3YYeGcEB,AGCg1gQNAZCw2ZcTE4EBODAVE6AR9JMPGUEwCMQQDIFAO8oTDLGgTNEUDcEREEkRDQAA,Golden Wolflord\\Mona\\Navia,Chongyun\\Razor\\Xingqiu,1,0,2\\4,,,,TRUE,FALSE,EU,100,2,4
科巴尔,Binzu,EeCR43EOGDCx5CIOF0Ch9HoPCEAw9ZcPCWBx9jMTE7ExO1cYFaFwirQQDbGQC9kRDTAA,EZCA2QUNG7DR9L8PFEBw9pcQEzERCDEQE4ExOzMTFbFxllcQGbExDJMQDMFgEMYRDQAA,Chevreuse\\Consecrated Scorpion\\Lyney,Clorinde\\Kamisato Ayaka\\Yelan,0,1,2\\5,,,,TRUE,FALSE,EU,101,2,5
Cube.,Rikka,AVGy37MPGZHC6pAPHKFR65gQCkFx9aUQC1FC91gUFrJxPLcaDFLS1TceFEJi3YYeGcEB,EZDRybENG3HRWi8PEkDw9J0PCWHRioEZGGEQorYQC7FgC70RCwHw1L8dDEFg3MYdDMAA,Golden Wolflord\\Mona\\Navia,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,0,1,2\\5,,,,TRUE,FALSE,EU,102,2,5
cori,2-4-8,HZBgyRcNFhHhWncOF5Bw6Y0OCKDh6i4OEuDg7pcQCTFxA5MQGVEwEL0RDAFQ3MUdDMAA,HRFgoQEaAhGwWoYOCJBg6ZcOCaDQ6p0PHZGRO9kaCyHwEr8aDPFgr8YdDEGQ3NEdDcAA,Hu Tao\\Xilonen\\Yun Jin,Ganyu\\Noelle\\Xilonen,0,1,2\\5,,,,TRUE,FALSE,EU,103,2,5
TTTttf :),StarDuck,G0EQWgEOGQBx4JoPGUAR9JEPCWHQTJ0UGsHRW60WG4GRirkYE6FxrjccFlFh1JQdGUAA,HaBRypgNHRBh0dcVHaBx9dgPCWBw9pcPFZFxO5MaCyFgC7YQDLFgEMYRDAGQ1MkdDEAA,Freminet\\Ganyu\\Sigewinne,Sethos\\Xianyun\\Xilonen,0,1,2\\5,,,,TRUE,FALSE,EU,104,2,5
Unluck,Achilles,GJDB6RkOHKDR6o8PGCDx8s8PHEDw9JcPCWFxBzMQE3ExO1cTFbFwxLYcC0Fg1NsdDkAA,ABGBN1wTAnDA2kQPCRAQ8ZwPCVHBaLcWC4HRCzYQE7FgDcYQDNFgac0WDJHQxdEcDVAA,Kachina\\Lyney\\Navia,Kuki Shinobu\\Qiqi\\Zhongli,0,1,2\\5,,,,TRUE,FALSE,EU,105,2,5
confession,Lizafan#1,EZBQ6iwOGqBA9GgPGkBw9Y4PFWFxilcYDKEQusEbE6FhzDYcDMFg1MYdDUHg3OkdDsAA,AvAQ1BANFEEROjMVE6Ax8VcPFRBx8pMPGSAw87QPCzBA9rUPC2FQO70TC7HQ1M8dDEAA,Chiori\\La Signora\\Zhongli,Cryo Hypostasis\\Nilou\\Yae Miko,1,0,2\\5,,,,TRUE,FALSE,EU,106,2,5
Kalomon2,Огурчик238,FBAhwW4MAlDBxXcMCJDQyY4aEjDh6S4OCZBw7pcOGOEhA4IQGTExPJMTC8HQEL0RDAAA,HZBg2xwOFFAg5VgPCUAA9JcPCWFxBTMTE7ExO1cYFaFwisEdDLER27kdG0GQ3NkdDcAA,Millennial Pearl Seahorse\\Yun Jin\\Zhongli,Keqing\\Millennial Pearl Seahorse\\Xilonen,1,0,2\\5,,,,TRUE,FALSE,EU,107,2,5
Shin,Ebrithil,AJDR6qQOAqDA72gOGvBw9J0PCUHQisEbDKERujYUE9FgzMYcDMFg1MkdDUHg3OkdDsAA,FZDg6SwOGqBA6mgPGkBw9I4PFVFxilcYGKEgurQbDKEQzMEcE8Fh1DYdDEFg3N4dDsAA,Chiori\\Sangonomiya Kokomi\\Zhongli,Abyss Herald: Wicked Torrents\\Chiori\\Zhongli,0,1,2\\5,,,,TRUE,FALSE,EU,108,2,5
Siyanochka,BYE,G4DAuCsLHbBhu74MHXCBx9gNCeDQ6p0OG6FxD7cQC/EwTbMUC9FgabYWC5Fw3LcdC8AA,,Mualani\\Noelle\\Xilonen,,1,,3\\1,,TRUE,,,FALSE,EU,109,3,1
Ebrithil,cori,FZDg6SwOGqBA6mgPGkBw9I4PFVFxilcYGKEgurQbDKEQzMEcE8Fh1DYdDEFg3N4dDsAA,HZBg6RUOHKDQ6lEPBUAQ9JcQCXFxO1cTFbFxxJMcGUEwEMYRDAFg1MkdDEGQ3NsdDsAA,Abyss Herald: Wicked Torrents\\Chiori\\Zhongli,Kachina\\Xilonen\\Yoimiya,1,0,3\\1,,,,TRUE,FALSE,EU,110,3,1
KAPAMEL,Cube.,EZBxyV4MFbDxy2ENFhAh0WINCeDA9JwPCVDQ9p0PE2BB+YIVDLEg08IQDLFAEcQWDJAA,AVGy37MPGZHC6pAPHKFR65gQCkFx9aUQC1FC91gUFrJxPLcaDFLS1TceFEJi3YYeGcEB,Abyss Herald: Wicked Torrents\\Emperor of Fire and Iron\\Layla,Golden Wolflord\\Mona\\Navia,0,1,3\\1,,,,TRUE,FALSE,EU,111,3,1
Ilyandro,Kalomon2,FJAg0SwNFhHhWncOF5Bw6Y0OCKDh7i4OEuHgA5cQCTFwBb0QC1HQEMURDAFQ3MkdDMAA,ApCw6Q0OAqDg6ogPCECA9J0TCcHRW54YC6HRijYZE1FgTcYUDNFg1MkdDEGR3FodDsAA,Millennial Pearl Seahorse\\Yun Jin\\Zhongli,Arataki Itto\\Noelle\\Sangonomiya Kokomi,1,0,3\\1,,,,TRUE,FALSE,EU,112,3,1
Yuki,confession,AEAQxRIMAVBwxj0MBGDg11MTBYAw3oEOCECx8S4PCRHwC58QE7FBEIIRCwFA1LQdDEAA,EWDRybEMG5HRWi8PEkDw9J0PCWHRioEZGGEQlrYQC7FgEL0RCwHw1L8dFUGA3MYdDMAA,Ganyu\\Hu Tao\\Xiangling,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,0,1,3\\1,,,,TRUE,FALSE,EU,113,3,1
UwU,Огурчик238,AJBg3SANAPBw35cOCQBx4DMPFSBw8rQPC0DQ9L0PE1BR9jUPDGHQus0bFqFx1GcdDUAA,AOCA7jUPAUAg9JsPCVCx9YIPGGAg9qgPCoCA+MQQDKFACsYcDMFgzNEdDUER3FodDsAA,Eula\\Raiden Shogun\\Shenhe,Qiqi\\Rhodeia of Loch\\Xiangling,1,0,3\\1,,,,TRUE,FALSE,EU,114,3,1
Kalomon2,BYE,ApCw6Q0OAqDg6ogPCECA9J0TCcHRW54YC6HRijYZE1FgTcYUDNFg1MkdDEGR3FodDsAA,,Arataki Itto\\Noelle\\Sangonomiya Kokomi,,1,,3\\2,,TRUE,,,FALSE,EU,115,3,2
Ebrithil,Ilyandro,FZDg6SwOGqBA6mgPGkBw9I4PFVFxilcYGKEgurQbDKEQzMEcE8Fh1DYdDEFg3N4dDsAA,FJAg0SwNFhHhWncOF5Bw6Y0OCKDh7i4OEuHgA5cQCTFwBb0QC1HQEMURDAFQ3MkdDMAA,Abyss Herald: Wicked Torrents\\Chiori\\Zhongli,Millennial Pearl Seahorse\\Yun Jin\\Zhongli,1,0,3\\2,,,,TRUE,FALSE,EU,116,3,2
UwU,confession,AJBg3SANAPBw35cOCQBx4DMPFSBw8rQPC0DQ9L0PE1BR9jUPDGHQus0bFqFx1GcdDUAA,EWDRybEMG5HRWi8PEkDw9J0PCWHRioEZGGEQlrYQC7FgEL0RCwHw1L8dFUGA3MYdDMAA,Eula\\Raiden Shogun\\Shenhe,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,1,0,3\\2,,,,TRUE,FALSE,EU,117,3,2
cori,Yuki,HZBg6RUOHKDQ6lEPBUAQ9JcQCXFxO1cTFbFxxJMcGUEwEMYRDAFg1MkdDEGQ3NsdDsAA,AEAQxRIMAVBwxj0MBGDg11MTBYAw3oEOCECx8S4PCRHwC58QE7FBEIIRCwFA1LQdDEAA,Kachina\\Xilonen\\Yoimiya,Ganyu\\Hu Tao\\Xiangling,1,0,3\\2,,,,TRUE,FALSE,EU,118,3,2
KAPAMEL,Огурчик238,EZBxyV4MFbDxy2ENFhAh0WINCeDA9JwPCVDQ9p0PE2BB+YIVDLEg08IQDLFAEcQWDJAA,AOCA7jUPAUAg9JsPCVCx9YIPGGAg9qgPCoCA+MQQDKFACsYcDMFgzNEdDUER3FodDsAA,Abyss Herald: Wicked Torrents\\Emperor of Fire and Iron\\Layla,Qiqi\\Rhodeia of Loch\\Xiangling,1,0,3\\2,,,,TRUE,FALSE,EU,119,3,2
Cube.,Siyanochka,AVGy37MPGZHC6pAPHKFR65gQCkFx9aUQC1FC91gUFrJxPLcaDFLS1TceFEJi3YYeGcEB,G4DAuCsLHbBhu74MHXCBx9gNCeDQ6p0OG6FxD7cQC/EwTbMUC9FgabYWC5Fw3LcdC8AA,Golden Wolflord\\Mona\\Navia,Mualani\\Noelle\\Xilonen,0,1,3\\2,,,,TRUE,FALSE,EU,120,3,2
Kalomon2,Огурчик238,ApCw6Q0OAqDg6ogPCECA9J0TCcHRW54YC6HRijYZE1FgTcYUDNFg1MkdDEGR3FodDsAA,AOCA7jUPAUAg9JsPCVCx9YIPGGAg9qgPCoCA+MQQDKFACsYcDMFgzNEdDUER3FodDsAA,Arataki Itto\\Noelle\\Sangonomiya Kokomi,Qiqi\\Rhodeia of Loch\\Xiangling,1,0,3\\3,,,,TRUE,FALSE,EU,121,3,3
Siyanochka,Ebrithil,G4DAuCsLHbBhu74MHXCBx9gNCeDQ6p0OG6FxD7cQC/EwTbMUC9FgabYWC5Fw3LcdC8AA,FZDg6SwOGqBA6mgPGkBw9I4PFVFxilcYGKEgurQbDKEQzMEcE8Fh1DYdDEFg3N4dDsAA,Mualani\\Noelle\\Xilonen,Abyss Herald: Wicked Torrents\\Chiori\\Zhongli,0,0,3\\3,,,TRUE,TRUE,FALSE,EU,122,3,3
UwU,Cube.,AJBg3SANAPBw35cOCQBx4DMPFSBw8rQPC0DQ9L0PE1BR9jUPDGHQus0bFqFx1GcdDUAA,AVGy37MPGZHC6pAPHKFR65gQCkFx9aUQC1FC91gUFrJxPLcaDFLS1TceFEJi3YYeGcEB,Eula\\Raiden Shogun\\Shenhe,Golden Wolflord\\Mona\\Navia,0,1,3\\3,,,,TRUE,FALSE,EU,123,3,3
Ilyandro,confession,FJAg0SwNFhHhWncOF5Bw6Y0OCKDh7i4OEuHgA5cQCTFwBb0QC1HQEMURDAFQ3MkdDMAA,EWDRybEMG5HRWi8PEkDw9J0PCWHRioEZGGEQlrYQC7FgEL0RCwHw1L8dFUGA3MYdDMAA,Millennial Pearl Seahorse\\Yun Jin\\Zhongli,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,0,1,3\\3,,,,TRUE,FALSE,EU,124,3,3
cori,KAPAMEL,HZBg6RUOHKDQ6lEPBUAQ9JcQCXFxO1cTFbFxxJMcGUEwEMYRDAFg1MkdDEGQ3NsdDsAA,EZBxyV4MFbDxy2ENFhAh0WINCeDA9JwPCVDQ9p0PE2BB+YIVDLEg08IQDLFAEcQWDJAA,Kachina\\Xilonen\\Yoimiya,Abyss Herald: Wicked Torrents\\Emperor of Fire and Iron\\Layla,0,1,3\\3,,,,TRUE,FALSE,EU,125,3,3
Siyanochka,KAPAMEL,G4DAuCsLHbBhu74MHXCBx9gNCeDQ6p0OG6FxD7cQC/EwTbMUC9FgabYWC5Fw3LcdC8AA,EZBxyV4MFbDxy2ENFhAh0WINCeDA9JwPCVDQ9p0PE2BB+YIVDLEg08IQDLFAEcQWDJAA,Mualani\\Noelle\\Xilonen,Abyss Herald: Wicked Torrents\\Emperor of Fire and Iron\\Layla,1,0,3\\4,,,,TRUE,FALSE,EU,126,3,4
Cube.,Kalomon2,AVGy37MPGZHC6pAPHKFR65gQCkFx9aUQC1FC91gUFrJxPLcaDFLS1TceFEJi3YYeGcEB,ApCw6Q0OAqDg6ogPCECA9J0TCcHRW54YC6HRijYZE1FgTcYUDNFg1MkdDEGR3FodDsAA,Golden Wolflord\\Mona\\Navia,Arataki Itto\\Noelle\\Sangonomiya Kokomi,1,0,3\\4,,,,TRUE,FALSE,EU,127,3,4
UwU,Ilyandro,AJBg3SANAPBw35cOCQBx4DMPFSBw8rQPC0DQ9L0PE1BR9jUPDGHQus0bFqFx1GcdDUAA,FJAg0SwNFhHhWncOF5Bw6Y0OCKDh7i4OEuHgA5cQCTFwBb0QC1HQEMURDAFQ3MkdDMAA,Eula\\Raiden Shogun\\Shenhe,Millennial Pearl Seahorse\\Yun Jin\\Zhongli,0,1,3\\4,,,,TRUE,FALSE,EU,128,3,4
cori,Огурчик238,HZBg6RUOHKDQ6lEPBUAQ9JcQCXFxO1cTFbFxxJMcGUEwEMYRDAFg1MkdDEGQ3NsdDsAA,AOCA7jUPAUAg9JsPCVCx9YIPGGAg9qgPCoCA+MQQDKFACsYcDMFgzNEdDUER3FodDsAA,Kachina\\Xilonen\\Yoimiya,Qiqi\\Rhodeia of Loch\\Xiangling,0,1,3\\4,,,,TRUE,FALSE,EU,129,3,4
Ebrithil,confession,FZDg6SwOGqBA6mgPGkBw9I4PFVFxilcYGKEgurQbDKEQzMEcE8Fh1DYdDEFg3N4dDsAA,EWDRybEMG5HRWi8PEkDw9J0PCWHRioEZGGEQlrYQC7FgEL0RCwHw1L8dFUGA3MYdDMAA,Abyss Herald: Wicked Torrents\\Chiori\\Zhongli,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,1,0,3\\4,,,,TRUE,FALSE,EU,130,3,4
Ilyandro,Огурчик238,FJAg0SwNFhHhWncOF5Bw6Y0OCKDh7i4OEuHgA5cQCTFwBb0QC1HQEMURDAFQ3MkdDMAA,AOCA7jUPAUAg9JsPCVCx9YIPGGAg9qgPCoCA+MQQDKFACsYcDMFgzNEdDUER3FodDsAA,Millennial Pearl Seahorse\\Yun Jin\\Zhongli,Qiqi\\Rhodeia of Loch\\Xiangling,1,0,3\\5,,,,TRUE,FALSE,EU,131,3,5
Siyanochka,cori,G4DAuCsLHbBhu74MHXCBx9gNCeDQ6p0OG6FxD7cQC/EwTbMUC9FgabYWC5Fw3LcdC8AA,HZBg6RUOHKDQ6lEPBUAQ9JcQCXFxO1cTFbFxxJMcGUEwEMYRDAFg1MkdDEGQ3NsdDsAA,Mualani\\Noelle\\Xilonen,Kachina\\Xilonen\\Yoimiya,1,0,3\\5,,,,TRUE,FALSE,EU,132,3,5
UwU,KAPAMEL,AJBg3SANAPBw35cOCQBx4DMPFSBw8rQPC0DQ9L0PE1BR9jUPDGHQus0bFqFx1GcdDUAA,EZBxyV4MFbDxy2ENFhAh0WINCeDA9JwPCVDQ9p0PE2BB+YIVDLEg08IQDLFAEcQWDJAA,Eula\\Raiden Shogun\\Shenhe,Abyss Herald: Wicked Torrents\\Emperor of Fire and Iron\\Layla,0,1,3\\5,,,,TRUE,FALSE,EU,133,3,5
Ebrithil,Cube.,FZDg6SwOGqBA6mgPGkBw9I4PFVFxilcYGKEgurQbDKEQzMEcE8Fh1DYdDEFg3N4dDsAA,AVGy37MPGZHC6pAPHKFR65gQCkFx9aUQC1FC91gUFrJxPLcaDFLS1TceFEJi3YYeGcEB,Abyss Herald: Wicked Torrents\\Chiori\\Zhongli,Golden Wolflord\\Mona\\Navia,1,0,3\\5,,,,TRUE,FALSE,EU,134,3,5
Kalomon2,confession,ApCw6Q0OAqDg6ogPCECA9J0TCcHRW54YC6HRijYZE1FgTcYUDNFg1MkdDEGR3FodDsAA,EWDRybEMG5HRWi8PEkDw9J0PCWHRioEZGGEQlrYQC7FgEL0RCwHw1L8dFUGA3MYdDMAA,Arataki Itto\\Noelle\\Sangonomiya Kokomi,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,0,1,3\\5,,,,TRUE,FALSE,EU,135,3,5
